YearStart,YearEnd,LocationDesc,DataSource,Topic,Question,DataValueUnit_x,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,QuestionID,DataValueTypeID,RaceEthnicity
2015,2015,Michigan,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.51,0.51,,,ALC8_0_2,USD,nan
2021,2021,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.55,0.55,,,ALC8_0_2,USD,nan
2012,2012,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.6,0.6,,,ALC8_0_2,USD,nan
2017,2017,North Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,0.62,0.62,,,ALC8_0_1,USD,nan
2020,2020,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.7,0.7,,,ALC8_0_2,USD,nan
2019,2019,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.72,0.72,,,ALC8_0_2,USD,nan
2021,2021,Arkansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.75,0.75,,,ALC8_0_2,USD,nan
2020,2020,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.76,0.76,,,ALC8_0_2,USD,nan
2020,2020,South Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,0.77,0.77,,,ALC8_0_1,USD,nan
2020,2020,Connecticut,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.79,0.79,,,ALC8_0_2,USD,nan
2021,2021,Arizona,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.84,0.84,,,ALC8_0_2,USD,nan
2019,2019,Washington,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.87,0.87,,,ALC8_0_2,USD,nan
2012,2012,New Jersey,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.88,0.88,,,ALC8_0_2,USD,nan
2015,2015,Hawaii,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,0.93,0.93,,,ALC8_0_1,USD,nan
2021,2021,Nebraska,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.95,0.95,,,ALC8_0_2,USD,nan
2017,2017,Delaware,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.97,0.97,,,ALC8_0_2,USD,nan
2021,2021,North Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.0,1.0,,,ALC8_0_2,USD,nan
2019,2019,Georgia,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,1.01,1.01,,,ALC8_0_1,USD,nan
2021,2021,Alabama,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,1.05,1.05,,,ALC8_0_1,USD,nan
2021,2021,Alaska,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,1.07,1.07,,,ALC8_0_1,USD,nan
2017,2017,South Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.08,1.08,,,ALC8_0_2,USD,nan
2016,2016,New York,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Age-adjusted Prevalence,1.2,1.2,0.6,2.1,ALC5_1,AGEADJPREV,"Other, non-Hispanic"
2012,2012,Tennessee,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.21,1.21,,,ALC8_0_2,USD,nan
2021,2021,Tennessee,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,1.29,1.29,,,ALC8_0_1,USD,nan
2014,2014,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,1.3,1.3,0.7,2.0,MTH1_0,AGEADJMEAN,"White, non-Hispanic"
2020,2020,Utah,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.36,1.36,,,ALC7_0,PERCAPALC,nan
2020,2020,Hawaii,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.38,1.38,,,ALC8_0_2,USD,nan
2012,2012,Illinois,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.39,1.39,,,ALC8_0_2,USD,nan
2020,2020,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.4,1.4,,,ALC8_0_2,USD,nan
2021,2021,District of Columbia,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,1.5,1.5,,,ALC8_0_3,USD,nan
2018,2018,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,1.6,1.6,0.9,2.4,MTH1_0,MEAN,"White, non-Hispanic"
2019,2019,Delaware,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.63,1.63,,,ALC8_0_2,USD,nan
2017,2017,New Mexico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.7,1.7,,,ALC8_0_2,USD,nan
2012,2012,Iowa,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.75,1.75,,,ALC8_0_2,USD,nan
2013,2013,New Jersey,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Age-adjusted Prevalence,1.8,1.8,1.0,3.2,ALC5_1,AGEADJPREV,"Other, non-Hispanic"
2020,2020,West Virginia,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.82,1.82,,,ALC7_0,PERCAPALC,nan
2020,2020,Oklahoma,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.85,1.85,,,ALC7_0,PERCAPALC,nan
2017,2017,Georgia,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,1.89,1.89,,,ALC8_0_3,USD,nan
2013,2013,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,1.9,1.9,1.2,2.7,MTH1_0,MEAN,"Other, non-Hispanic"
2020,2020,Georgia,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.91,1.91,,,ALC7_0,PERCAPALC,nan
2012,2012,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,1.92,1.92,,,ALC8_0_3,USD,nan
2016,2016,Ohio,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.0,2.0,,,ALC7_0,PERCAPALC,nan
2020,2020,Alabama,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.08,2.08,,,ALC7_0,PERCAPALC,nan
2019,2019,New York,NVSS,Alcohol,Chronic liver disease mortality,,Age-adjusted Rate,2.1,2.1,1.5,2.9,ALC6_0,AGEADJRATE,Asian or Pacific Islander
2020,2020,Ohio,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.12,2.12,,,ALC7_0,PERCAPALC,nan
2020,2020,Maryland,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.15,2.15,,,ALC7_0,PERCAPALC,nan
2020,2020,Nebraska,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.17,2.17,,,ALC7_0,PERCAPALC,nan
2016,2016,Nebraska,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.2,2.2,,,ALC7_0,PERCAPALC,nan
2020,2020,New York,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.22,2.22,,,ALC7_0,PERCAPALC,nan
2020,2020,Arizona,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.24,2.24,,,ALC7_0,PERCAPALC,nan
2015,2015,Florida,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,2.25,2.25,,,ALC8_0_2,USD,nan
2020,2020,Washington,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.26,2.26,,,ALC7_0,PERCAPALC,nan
2020,2020,Virginia,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.27,2.27,,,ALC7_0,PERCAPALC,nan
2020,2020,Colorado,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,2.28,2.28,,,ALC8_0_3,USD,nan
2020,2020,Tennessee,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.3,2.3,,,ALC7_0,PERCAPALC,nan
2020,2020,North Carolina,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.31,2.31,,,ALC7_0,PERCAPALC,nan
2020,2020,Pennsylvania,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.32,2.32,,,ALC7_0,PERCAPALC,nan
2020,2020,South Dakota,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.34,2.34,,,ALC7_0,PERCAPALC,nan
2020,2020,Mississippi,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.39,2.39,,,ALC7_0,PERCAPALC,nan
2014,2014,New Mexico,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.4,2.4,,,ALC7_0,PERCAPALC,nan
2020,2020,Texas,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.41,2.41,,,ALC7_0,PERCAPALC,nan
2020,2020,Illinois,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.42,2.42,,,ALC7_0,PERCAPALC,nan
2016,2016,Connecticut,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.5,2.5,,,ALC7_0,PERCAPALC,nan
2020,2020,Michigan,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.53,2.53,,,ALC7_0,PERCAPALC,nan
2020,2020,Louisiana,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.59,2.59,,,ALC7_0,PERCAPALC,nan
2018,2018,Louisiana,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.6,2.6,,,ALC7_0,PERCAPALC,nan
2020,2020,Massachusetts,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.62,2.62,,,ALC7_0,PERCAPALC,nan
2020,2020,New Jersey,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.63,2.63,,,ALC7_0,PERCAPALC,nan
2012,2012,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,2.68,2.68,,,ALC8_0_3,USD,nan
2021,2021,New Jersey,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.7,2.7,2.2,3.3,MTH1_0,MEAN,"Other, non-Hispanic"
2020,2020,Rhode Island,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.71,2.71,,,ALC7_0,PERCAPALC,nan
2020,2020,Florida,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.74,2.74,,,ALC7_0,PERCAPALC,nan
2017,2017,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.8,2.2,3.4,MTH1_0,AGEADJMEAN,"Other, non-Hispanic"
2020,2020,Alaska,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.83,2.83,,,ALC7_0,PERCAPALC,nan
2020,2020,Minnesota,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.85,2.85,,,ALC7_0,PERCAPALC,nan
2017,2017,Connecticut,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,2.9,2.9,2.1,3.7,ALC3_0,MEAN,"Black, non-Hispanic"
2020,2020,Wyoming,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.94,2.94,,,ALC7_0,PERCAPALC,nan
2020,2020,South Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,2.96,2.96,,,ALC8_0_3,USD,nan
2020,2020,Colorado,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.97,2.97,,,ALC7_0,PERCAPALC,nan
2020,2020,Maine,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.99,2.99,,,ALC7_0,PERCAPALC,nan
2017,2017,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.0,3.0,2.9,3.2,MTH1_0,MEAN,nan
2017,2017,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,3.03,3.03,,,ALC8_0_3,USD,nan
2011,2011,Texas,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,Crude Prevalence,3.1,3.1,1.9,5.0,ALC5_2,CRDPREV,Hispanic
2020,2020,Wisconsin,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.11,3.11,,,ALC7_0,PERCAPALC,nan
2017,2017,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,2.9,3.6,MTH1_0,MEAN,Hispanic
2020,2020,Vermont,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.22,3.22,,,ALC7_0,PERCAPALC,nan
2020,2020,North Dakota,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.26,3.26,,,ALC7_0,PERCAPALC,nan
2016,2016,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,3.0,3.7,MTH1_0,AGEADJMEAN,nan
2020,2020,Montana,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.32,3.32,,,ALC7_0,PERCAPALC,nan
2015,2015,Wisconsin,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,3.36,3.36,,,ALC8_0_3,USD,nan
2016,2016,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.4,3.0,3.9,MTH1_0,AGEADJMEAN,nan
2020,2020,Nevada,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.43,3.43,,,ALC7_0,PERCAPALC,nan
2019,2019,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,2.2,4.9,MTH1_0,AGEADJMEAN,Hispanic
2015,2015,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.6,3.4,3.8,MTH1_0,MEAN,nan
2011,2011,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,3.5,4.0,MTH1_0,MEAN,nan
2015,2015,Delaware,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,3.75,3.75,,,ALC8_0_3,USD,nan
2020,2020,District of Columbia,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.79,3.79,,,ALC7_0,PERCAPALC,nan
2015,2015,Washington,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.8,2.8,4.8,MTH1_0,AGEADJMEAN,"Black, non-Hispanic"
2016,2016,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.9,3.6,4.2,MTH1_0,AGEADJMEAN,"White, non-Hispanic"
2017,2017,South Dakota,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,3.93,3.93,,,ALC8_0_3,USD,nan
2012,2012,Pennsylvania,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,4.0,4.0,3.7,4.3,ALC3_0,MEAN,"White, non-Hispanic"
2020,2020,Delaware,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,4.01,4.01,,,ALC7_0,PERCAPALC,nan
2015,2015,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,4.05,4.05,,,ALC8_0_3,USD,nan
2012,2012,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,4.1,2.7,5.4,MTH1_0,AGEADJMEAN,Hispanic
2015,2015,Ohio,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,4.2,4.2,3.7,4.7,ALC3_0,MEAN,nan
2019,2019,Minnesota,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Age-adjusted Prevalence,4.3,4.3,2.6,7.0,ALC5_1,AGEADJPREV,"Other, non-Hispanic"
2017,2017,Maryland,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,4.4,4.4,3.1,5.6,ALC3_0,MEAN,"Black, non-Hispanic"
2015,2015,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.5,4.5,3.2,5.7,MTH1_0,AGEADJMEAN,Hispanic
2020,2020,Utah,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,4.6,4.6,3.6,5.7,ALC3_0,MEAN,nan
2017,2017,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.7,4.7,2.8,6.6,MTH1_0,MEAN,Hispanic
2018,2018,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.8,4.4,5.1,MTH1_0,MEAN,"White, non-Hispanic"
2020,2020,New Hampshire,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,4.83,4.83,,,ALC7_0,PERCAPALC,nan
2021,2021,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.9,3.9,5.8,MTH1_0,AGEADJMEAN,Hispanic
2011,2011,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,5.0,5.0,2.9,7.1,ALC3_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2021,2021,Minnesota,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,5.03,5.03,,,ALC8_0_3,USD,nan
2011,2011,Kansas,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,Crude Prevalence,5.1,5.1,4.2,6.2,ALC5_2,CRDPREV,nan
2013,2013,Puerto Rico,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Age-adjusted Prevalence,5.2,5.2,4.3,6.1,ALC5_1,AGEADJPREV,nan
2012,2012,Kentucky,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Crude Prevalence,5.3,5.3,4.7,6.1,ALC5_1,CRDPREV,nan
2014,2014,New Mexico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,Crude Prevalence,5.4,5.4,3.9,7.5,ALC5_2,CRDPREV,nan
2018,2018,Kentucky,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,5.5,5.5,4.8,6.1,ALC3_0,MEAN,"White, non-Hispanic"
2017,2017,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,5.56,5.56,,,ALC8_0_3,USD,nan
2016,2016,Maryland,NVSS,Alcohol,Chronic liver disease mortality,,Age-adjusted Rate,5.6,5.6,4.6,6.7,ALC6_0,AGEADJRATE,"Black, non-Hispanic"
2019,2019,South Carolina,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,5.7,5.7,4.9,6.5,ALC3_0,MEAN,"White, non-Hispanic"
2017,2017,United States,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Crude Prevalence,5.8,5.8,5.3,6.3,ALC5_1,CRDPREV,nan
2011,2011,Alaska,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Age-adjusted Mean,5.9,5.9,5.2,6.6,ALC4_0,AGEADJMEAN,nan
2020,2020,Connecticut,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,5.94,5.94,,,ALC8_0_3,USD,nan
2017,2017,Hawaii,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,5.98,5.98,,,ALC8_0_3,USD,nan
2017,2017,California,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Crude Prevalence,6.0,6.0,5.2,7.0,ALC5_1,CRDPREV,nan
2015,2015,New Mexico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,6.06,6.06,,,ALC8_0_3,USD,nan
2021,2021,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.1,6.1,5.6,6.6,MTH1_0,AGEADJMEAN,nan
2016,2016,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.2,6.2,4.5,7.8,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2014,2014,Colorado,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Age-adjusted Prevalence,6.3,6.3,5.5,7.2,ALC5_1,AGEADJPREV,nan
2013,2013,New Hampshire,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Crude Prevalence,6.4,6.4,5.3,7.7,ALC5_1,CRDPREV,nan
2017,2017,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,6.44,6.44,,,ALC8_0_3,USD,nan
