YearStart,YearEnd,LocationDesc,DataSource,Topic,Question,DataValueUnit_x,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,QuestionID,DataValueTypeID,RaceEthnicity
2020,2020,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,2.8,4.3,MTH1_0,AGEADJMEAN,"Black, non-Hispanic"
2011,2011,Vermont,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,3.4,3.9,MTH1_0,AGEADJMEAN,"White, non-Hispanic"
2014,2014,United States,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.7,3.4,3.8,MTH1_0,AGEADJMEAN,nan
2019,2019,Washington,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,3.2,4.4,MTH1_0,MEAN,Hispanic
2011,2011,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.9,3.6,4.2,MTH1_0,MEAN,"White, non-Hispanic"
2020,2020,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,4.0,3.6,4.3,MTH1_0,MEAN,nan
2011,2011,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,4.1,2.6,5.6,MTH1_0,MEAN,Hispanic
2020,2020,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,4.2,3.2,5.2,MTH1_0,AGEADJMEAN,Hispanic
2016,2016,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,3.9,4.6,MTH1_0,MEAN,nan
2016,2016,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.4,3.7,5.1,MTH1_0,MEAN,nan
2018,2018,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.5,4.2,4.8,MTH1_0,MEAN,"White, non-Hispanic"
2017,2017,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.6,4.1,5.2,MTH1_0,AGEADJMEAN,nan
2021,2021,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,4.7,3.2,6.2,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2019,2019,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.8,4.3,5.4,MTH1_0,MEAN,nan
2017,2017,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.9,4.6,5.2,MTH1_0,AGEADJMEAN,nan
2020,2020,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,5.0,4.6,5.4,MTH1_0,MEAN,"White, non-Hispanic"
2019,2019,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,5.1,4.7,5.6,MTH1_0,MEAN,"White, non-Hispanic"
2021,2021,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,5.2,4.3,6.2,MTH1_0,MEAN,"Other, non-Hispanic"
2019,2019,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,5.3,5.0,5.6,MTH1_0,AGEADJMEAN,"White, non-Hispanic"
2016,2016,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.4,5.4,5.0,5.8,MTH1_0,MEAN,nan
2019,2019,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,5.5,4.8,6.1,MTH1_0,AGEADJMEAN,nan
2020,2020,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.6,5.6,2.7,8.4,MTH1_0,AGEADJMEAN,"Other, non-Hispanic"
2011,2011,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.7,5.7,2.9,8.6,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2018,2018,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.8,5.8,3.6,7.9,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2018,2018,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.9,5.9,5.4,6.4,MTH1_0,AGEADJMEAN,nan
2020,2020,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.0,6.0,5.2,6.8,MTH1_0,AGEADJMEAN,nan
2020,2020,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.1,6.1,5.4,6.7,MTH1_0,AGEADJMEAN,nan
2015,2015,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.2,6.2,3.0,9.4,MTH1_0,MEAN,"Multiracial, non-Hispanic"
2019,2019,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.3,6.3,3.7,9.0,MTH1_0,MEAN,"Black, non-Hispanic"
2011,2011,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.4,6.4,4.1,8.7,MTH1_0,AGEADJMEAN,"Other, non-Hispanic"
2021,2021,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.5,6.5,6.0,7.0,MTH1_0,MEAN,nan
2019,2019,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.6,6.6,6.1,7.0,MTH1_0,AGEADJMEAN,"White, non-Hispanic"
2021,2021,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.7,6.7,5.3,8.1,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2015,2015,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.8,6.8,4.0,9.7,MTH1_0,MEAN,"Multiracial, non-Hispanic"
2016,2016,Illinois,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,6.9,6.9,4.3,11.0,MTH2_0,CRDPREV,Hispanic
2019,2019,Nebraska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.0,7.0,4.3,9.7,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2020,2020,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,7.1,7.1,4.2,11.8,MTH2_0,CRDPREV,"Other, non-Hispanic"
2017,2017,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.2,7.2,4.6,9.8,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2020,2020,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7.3,7.3,4.9,9.7,MTH1_0,MEAN,Hispanic
2018,2018,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.4,7.4,5.3,9.5,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2014,2014,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.5,7.5,5.0,10.0,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2018,2018,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.6,7.6,5.6,9.5,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2014,2014,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.7,7.7,4.6,10.8,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2017,2017,Nevada,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,7.8,7.8,5.1,11.8,MTH2_0,CRDPREV,Hispanic
2020,2020,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,7.9,7.9,5.8,9.9,MTH1_0,MEAN,"Multiracial, non-Hispanic"
2011,2011,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,8.0,8.0,5.0,11.0,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2021,2021,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.1,8.1,5.8,10.3,MTH1_0,MEAN,"Multiracial, non-Hispanic"
2009,2011,Georgia,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,8.2,8.2,6.2,10.7,MTH3_0,CRDPREV,nan
2017,2017,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,8.3,8.3,5.3,13.0,MTH2_0,CRDPREV,Hispanic
2019,2019,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,8.4,8.4,5.3,11.5,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2011,2011,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,8.5,8.5,5.5,11.5,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2018,2018,District of Columbia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,8.6,8.6,6.0,12.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.7,8.7,5.9,11.4,MTH1_0,MEAN,"Multiracial, non-Hispanic"
2017,2017,Minnesota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,8.8,8.8,5.5,13.6,MTH2_0,CRDPREV,"Other, non-Hispanic"
2018,2018,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.9,8.9,5.6,12.2,MTH1_0,MEAN,"Multiracial, non-Hispanic"
2017,2017,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,9.0,9.0,6.2,11.8,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2020,2020,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,9.1,9.1,6.6,11.5,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2011,2011,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.2,9.2,5.1,16.0,MTH2_0,CRDPREV,"Black, non-Hispanic"
2017,2017,Missouri,PRAMS,Reproductive Health,Folic acid supplementation,,Crude Prevalence,9.3,9.3,3.6,22.0,RPH3_0,CRDPREV,"Multiracial, non-Hispanic"
2020,2020,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,9.4,9.4,6.4,12.4,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2015,2015,Illinois,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.5,9.5,5.3,16.5,MTH2_0,CRDPREV,Hispanic
2011,2011,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,9.6,9.6,6.3,12.8,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2011,2011,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,9.7,9.7,5.2,14.2,MTH1_0,MEAN,"Multiracial, non-Hispanic"
2020,2020,Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.8,9.8,6.1,15.5,MTH2_0,CRDPREV,"Other, non-Hispanic"
2019,2019,Maryland,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.9,9.9,7.3,13.5,MTH2_0,CRDPREV,Hispanic
2018,2018,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,10.0,10.0,6.5,13.5,MTH1_0,MEAN,"Multiracial, non-Hispanic"
2016,2016,Nebraska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.1,10.1,6.7,14.8,MTH2_0,CRDPREV,Hispanic
2014,2014,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.2,10.2,6.4,15.8,MTH2_0,CRDPREV,Hispanic
2009,2011,Wisconsin,PRAMS,Mental Health,Postpartum depressive symptoms,%,Crude Prevalence,10.3,10.3,8.2,12.9,MTH3_0,CRDPREV,nan
2015,2015,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.4,10.4,6.2,16.8,MTH2_0,CRDPREV,"Black, non-Hispanic"
2020,2020,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.5,10.5,7.0,15.5,MTH2_0,CRDPREV,Hispanic
2016,2016,Washington,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.6,10.6,7.1,15.5,MTH2_0,CRDPREV,"Other, non-Hispanic"
2020,2020,Minnesota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.7,10.7,7.6,14.9,MTH2_0,CRDPREV,"Other, non-Hispanic"
2016,2016,Florida,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.8,10.8,7.9,14.6,MTH2_0,CRDPREV,"Black, non-Hispanic"
2017,2017,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,10.9,10.9,7.8,13.9,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2021,2021,New Jersey,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.0,11.0,8.8,13.7,MTH2_0,CRDPREV,Hispanic
2013,2013,Montana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.1,11.1,9.0,13.5,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Maryland,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.2,11.2,7.9,15.7,MTH2_0,CRDPREV,"Black, non-Hispanic"
2014,2014,Connecticut,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.3,11.3,6.4,19.2,MTH2_0,CRDPREV,Hispanic
2018,2018,Nevada,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.4,11.4,7.9,16.1,MTH2_0,CRDPREV,Hispanic
2017,2017,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.5,11.5,8.1,16.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2014,2014,Kansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.6,11.6,10.1,13.3,MTH2_0,CRDPREV,nan
2015,2015,Georgia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.7,11.7,8.9,15.2,MTH2_0,CRDPREV,nan
2016,2016,Connecticut,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.8,11.8,7.7,17.6,MTH2_0,CRDPREV,"Black, non-Hispanic"
2013,2013,Nevada,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.9,11.9,7.1,19.4,MTH2_0,CRDPREV,Hispanic
2011,2011,Colorado,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.0,12.0,8.1,17.3,MTH2_0,CRDPREV,Hispanic
2011,2011,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.1,12.1,9.6,15.2,MTH2_0,CRDPREV,nan
2012,2012,Connecticut,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.2,12.2,8.0,18.3,MTH2_0,CRDPREV,Hispanic
2011,2011,Nebraska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.3,12.3,8.6,17.3,MTH2_0,CRDPREV,Hispanic
2013,2013,Kansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.4,12.4,7.3,20.1,MTH2_0,CRDPREV,"Black, non-Hispanic"
2018,2018,Maryland,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.5,12.5,8.0,18.9,MTH2_0,CRDPREV,"Other, non-Hispanic"
2015,2015,District of Columbia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.6,12.6,8.8,17.7,MTH2_0,CRDPREV,nan
2012,2012,Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.7,12.7,10.0,16.1,MTH2_0,CRDPREV,"White, non-Hispanic"
2019,2019,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.8,12.8,9.5,17.0,MTH2_0,CRDPREV,"White, non-Hispanic"
2015,2015,Nebraska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.9,12.9,10.9,15.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2014,2014,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.0,13.0,7.8,20.9,MTH2_0,CRDPREV,"Other, non-Hispanic"
2019,2019,New York,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.1,13.1,10.6,16.2,MTH2_0,CRDPREV,Hispanic
2018,2018,Iowa,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.2,13.2,11.7,14.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2016,2016,Texas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.3,13.3,10.8,16.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Minnesota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.4,13.4,11.5,15.6,MTH2_0,CRDPREV,nan
2011,2011,Iowa,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.5,13.5,11.1,16.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2013,2013,Utah,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.6,13.6,7.5,23.4,MTH2_0,CRDPREV,"Other, non-Hispanic"
2013,2013,Alaska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.7,13.7,8.4,21.5,MTH2_0,CRDPREV,"Other, non-Hispanic"
2015,2015,Vermont,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.8,13.8,11.0,17.3,MTH2_0,CRDPREV,"White, non-Hispanic"
2018,2018,Nebraska,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.9,13.9,12.3,15.7,MTH2_0,CRDPREV,"White, non-Hispanic"
2012,2012,Utah,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.0,14.0,12.4,15.9,MTH2_0,CRDPREV,nan
2020,2020,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.1,14.1,10.8,18.2,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2011,2011,Vermont,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.2,14.2,11.4,17.6,MTH2_0,CRDPREV,"White, non-Hispanic"
2016,2016,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.3,14.3,11.2,18.0,MTH2_0,CRDPREV,"Black, non-Hispanic"
2013,2013,Michigan,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.4,14.4,12.3,16.8,MTH2_0,CRDPREV,"White, non-Hispanic"
2018,2018,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.5,14.5,11.1,18.6,MTH2_0,CRDPREV,"Multiracial, non-Hispanic"
2020,2020,Indiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.6,14.6,9.8,21.2,MTH2_0,CRDPREV,"Black, non-Hispanic"
2013,2013,Wyoming,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.7,14.7,11.5,18.6,MTH2_0,CRDPREV,"White, non-Hispanic"
2017,2017,Indiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.8,14.8,8.4,24.7,MTH2_0,CRDPREV,"Other, non-Hispanic"
