YearStart,YearEnd,LocationDesc,DataSource,Topic,Question,DataValueUnit_x,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,QuestionID,DataValueTypeID,RaceEthnicity
2020,2020,Washington,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,0.76,0.76,6.4,,ALC8_0_1,USD,nan
2021,2021,South Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,0.77,0.77,6.4,,ALC8_0_1,USD,nan
2020,2020,Connecticut,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.79,0.79,6.4,,ALC8_0_2,USD,nan
2015,2015,Arizona,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.84,0.84,6.4,,ALC8_0_2,USD,nan
2019,2019,Washington,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.87,0.87,6.4,,ALC8_0_2,USD,nan
2012,2012,New Jersey,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.88,0.88,6.4,,ALC8_0_2,USD,nan
2019,2019,South Dakota,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.93,0.93,6.4,,ALC8_0_2,USD,nan
2019,2019,Nebraska,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.95,0.95,6.4,,ALC8_0_2,USD,nan
2012,2012,Delaware,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,0.97,0.97,6.4,,ALC8_0_2,USD,nan
2015,2015,North Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.0,1.0,6.4,,ALC8_0_2,USD,nan
2017,2017,Georgia,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,1.01,1.01,6.4,,ALC8_0_1,USD,nan
2012,2012,Alabama,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,1.05,1.05,6.4,,ALC8_0_1,USD,nan
2019,2019,Alaska,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,1.07,1.07,6.4,,ALC8_0_1,USD,nan
2015,2015,South Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.08,1.08,6.4,,ALC8_0_2,USD,nan
2017,2017,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,1.2,1.2,0.7,1.8,MTH1_0,AGEADJMEAN,"Other, non-Hispanic"
2020,2020,Tennessee,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.21,1.21,6.4,,ALC8_0_2,USD,nan
2021,2021,Tennessee,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,US Dollars,1.29,1.29,6.4,,ALC8_0_1,USD,nan
2016,2016,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,1.3,1.3,0.8,1.8,MTH1_0,MEAN,"Other, non-Hispanic"
2020,2020,Utah,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.36,1.36,6.4,,ALC7_0,PERCAPALC,nan
2019,2019,Hawaii,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.38,1.38,6.4,,ALC8_0_2,USD,nan
2021,2021,Illinois,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.39,1.39,6.4,,ALC8_0_2,USD,nan
2015,2015,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.4,1.4,6.4,,ALC8_0_2,USD,nan
2020,2020,District of Columbia,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,1.5,1.5,6.4,,ALC8_0_3,USD,nan
2017,2017,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,1.6,1.6,0.9,2.2,MTH1_0,AGEADJMEAN,Hispanic
2020,2020,Delaware,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.63,1.63,6.4,,ALC8_0_2,USD,nan
2017,2017,New Mexico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.7,1.7,6.4,,ALC8_0_2,USD,nan
2015,2015,Iowa,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,1.75,1.75,6.4,,ALC8_0_2,USD,nan
2016,2016,Arkansas,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.8,1.8,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,West Virginia,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.82,1.82,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Oklahoma,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.85,1.85,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Georgia,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,1.89,1.89,6.4,,ALC8_0_3,USD,nan
2014,2014,Kentucky,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.9,1.9,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Georgia,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,1.91,1.91,6.4,,ALC7_0,PERCAPALC,nan
2021,2021,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,1.92,1.92,6.4,,ALC8_0_3,USD,nan
2016,2016,Ohio,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.0,2.0,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Alabama,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.08,2.08,6.4,,ALC7_0,PERCAPALC,nan
2019,2019,Ohio,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.1,2.1,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Ohio,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.12,2.12,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Maryland,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.15,2.15,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Nebraska,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.17,2.17,6.4,,ALC7_0,PERCAPALC,nan
2019,2019,Rhode Island,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,2.2,2.2,1.6,2.7,ALC3_0,AGEADJMEAN,Hispanic
2020,2020,New York,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.22,2.22,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Arizona,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.24,2.24,6.4,,ALC7_0,PERCAPALC,nan
2021,2021,Florida,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,US Dollars,2.25,2.25,6.4,,ALC8_0_2,USD,nan
2020,2020,Washington,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.26,2.26,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Virginia,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.27,2.27,6.4,,ALC7_0,PERCAPALC,nan
2019,2019,Colorado,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,2.28,2.28,6.4,,ALC8_0_3,USD,nan
2012,2012,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.3,2.3,1.9,2.7,MTH1_0,AGEADJMEAN,nan
2020,2020,North Carolina,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.31,2.31,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Pennsylvania,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.32,2.32,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,South Dakota,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.34,2.34,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Mississippi,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.39,2.39,6.4,,ALC7_0,PERCAPALC,nan
2016,2016,Nebraska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.4,2.4,2.1,2.6,MTH1_0,MEAN,nan
2020,2020,Texas,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.41,2.41,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Illinois,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.42,2.42,6.4,,ALC7_0,PERCAPALC,nan
2013,2013,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.5,2.5,1.8,3.2,MTH1_0,MEAN,"Other, non-Hispanic"
2020,2020,Michigan,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.53,2.53,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Louisiana,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.59,2.59,6.4,,ALC7_0,PERCAPALC,nan
2012,2012,Guam,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,2.6,2.6,2.1,3.2,ALC3_0,MEAN,nan
2020,2020,Massachusetts,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.62,2.62,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,California,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.63,2.63,6.4,,ALC7_0,PERCAPALC,nan
2021,2021,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,2.68,2.68,6.4,,ALC8_0_3,USD,nan
2016,2016,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.7,2.0,3.4,MTH1_0,AGEADJMEAN,Hispanic
2020,2020,Hawaii,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.71,2.71,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Florida,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.74,2.74,6.4,,ALC7_0,PERCAPALC,nan
2013,2013,California,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,2.8,2.8,1.9,3.8,ALC3_0,AGEADJMEAN,"Other, non-Hispanic"
2020,2020,Alaska,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.83,2.83,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Minnesota,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.85,2.85,6.4,,ALC7_0,PERCAPALC,nan
2018,2018,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.9,2.4,3.5,MTH1_0,AGEADJMEAN,"Other, non-Hispanic"
2020,2020,Wyoming,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.94,2.94,6.4,,ALC7_0,PERCAPALC,nan
2021,2021,South Carolina,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,2.96,2.96,6.4,,ALC8_0_3,USD,nan
2020,2020,Colorado,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.97,2.97,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,Maine,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,2.99,2.99,6.4,,ALC7_0,PERCAPALC,nan
2014,2014,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.0,3.0,1.7,4.4,MTH1_0,MEAN,"Other, non-Hispanic"
2021,2021,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,3.03,3.03,6.4,,ALC8_0_3,USD,nan
2011,2011,Vermont,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,3.1,3.1,2.3,3.9,ALC3_0,MEAN,nan
2020,2020,Wisconsin,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.11,3.11,6.4,,ALC7_0,PERCAPALC,nan
2021,2021,North Carolina,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,3.2,3.2,2.6,3.9,ALC3_0,AGEADJMEAN,"Black, non-Hispanic"
2020,2020,Vermont,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.22,3.22,6.4,,ALC7_0,PERCAPALC,nan
2020,2020,North Dakota,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.26,3.26,6.4,,ALC7_0,PERCAPALC,nan
2018,2018,Colorado,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,3.3,3.3,2.8,3.9,ALC3_0,AGEADJMEAN,nan
2020,2020,Montana,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.32,3.32,6.4,,ALC7_0,PERCAPALC,nan
2015,2015,Wisconsin,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,3.36,3.36,6.4,,ALC8_0_3,USD,nan
2014,2014,Maryland,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,3.4,3.4,2.7,4.1,ALC3_0,AGEADJMEAN,nan
2020,2020,Nevada,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.43,3.43,6.4,,ALC7_0,PERCAPALC,nan
2012,2012,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,3.2,3.7,MTH1_0,AGEADJMEAN,Hispanic
2011,2011,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.6,3.4,3.8,MTH1_0,MEAN,"White, non-Hispanic"
2017,2017,Vermont,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,3.3,4.1,MTH1_0,MEAN,nan
2020,2020,Nebraska,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,3.75,3.75,6.4,,ALC8_0_3,USD,nan
2020,2020,District of Columbia,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,3.79,3.79,6.4,,ALC7_0,PERCAPALC,nan
2012,2012,Illinois,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,3.8,3.8,2.4,5.3,ALC3_0,AGEADJMEAN,Hispanic
2014,2014,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.9,3.7,4.2,MTH1_0,MEAN,nan
2012,2012,South Dakota,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,3.93,3.93,6.4,,ALC8_0_3,USD,nan
2018,2018,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,4.0,3.6,4.4,MTH1_0,MEAN,nan
2020,2020,Delaware,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,4.01,4.01,6.4,,ALC7_0,PERCAPALC,nan
2021,2021,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,4.05,4.05,6.4,,ALC8_0_3,USD,nan
2014,2014,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,4.1,2.9,5.2,MTH1_0,AGEADJMEAN,"Other, non-Hispanic"
2011,2011,Wisconsin,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,4.2,4.2,3.7,4.7,ALC3_0,MEAN,"White, non-Hispanic"
2015,2015,Washington,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,4.3,4.3,3.8,4.8,ALC3_0,MEAN,nan
2017,2017,Texas,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,4.4,4.4,2.8,5.9,ALC3_0,AGEADJMEAN,"Black, non-Hispanic"
2012,2012,Florida,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,4.5,4.5,3.2,5.9,ALC3_0,AGEADJMEAN,"Black, non-Hispanic"
2018,2018,Rhode Island,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Mean,4.6,4.6,3.6,5.5,ALC3_0,MEAN,nan
2014,2014,Vermont,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,4.7,4.7,4.1,5.3,ALC3_0,AGEADJMEAN,nan
2018,2018,Alabama,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,4.8,4.8,4.0,5.6,ALC3_0,AGEADJMEAN,"White, non-Hispanic"
2020,2020,New Hampshire,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,,Per capita alcohol consumption,4.83,4.83,6.4,,ALC7_0,PERCAPALC,nan
2012,2012,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.9,4.6,5.3,MTH1_0,MEAN,nan
2019,2019,Alaska,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,5.0,5.0,4.0,5.9,ALC3_0,AGEADJMEAN,nan
2021,2021,Minnesota,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,5.03,5.03,6.4,,ALC8_0_3,USD,nan
2010,2010,Maryland,NVSS,Alcohol,Chronic liver disease mortality,,Crude Rate,5.1,5.1,4.3,5.9,ALC6_0,CRDRATE,nan
2016,2016,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,5.2,4.7,5.7,MTH1_0,MEAN,nan
2012,2012,Massachusetts,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Age-adjusted Mean,5.3,5.3,3.3,7.3,ALC3_0,AGEADJMEAN,"Black, non-Hispanic"
2014,2014,United States,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Age-adjusted Mean,5.4,5.4,5.3,5.5,ALC4_0,AGEADJMEAN,nan
2011,2011,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,5.5,2.9,8.1,MTH1_0,AGEADJMEAN,"Multiracial, non-Hispanic"
2020,2020,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,5.56,5.56,6.4,,ALC8_0_3,USD,nan
2010,2010,Massachusetts,NVSS,Alcohol,Chronic liver disease mortality,,Crude Rate,5.6,5.6,4.8,6.4,ALC6_0,CRDRATE,nan
2018,2018,Arizona,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Age-adjusted Prevalence,5.7,5.7,4.9,6.6,ALC5_1,AGEADJPREV,nan
2018,2018,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,Crude Prevalence,5.8,5.8,4.0,8.4,ALC5_1,CRDPREV,Hispanic
2020,2020,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.9,5.9,5.5,6.4,MTH1_0,MEAN,nan
2020,2020,Connecticut,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,5.94,5.94,6.4,,ALC8_0_3,USD,nan
2019,2019,Hawaii,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,5.98,5.98,6.4,,ALC8_0_3,USD,nan
2017,2017,South Dakota,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,Crude Prevalence,6.0,6.0,3.7,9.5,ALC5_2,CRDPREV,"White, non-Hispanic"
2015,2015,New Mexico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,US Dollars,6.06,6.06,6.4,,ALC8_0_3,USD,nan
